Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Ortega Vélez M.I.,Nutrición,4,9,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,"{'Bon Padilla K.': 2, 'Contreras Paniagua A.D.': 3, 'Portillo Abril G.E.': 4, 'González Valencia D.G.': 3, 'Félix Rábago A.': 1, 'Hernández Moreno M.C.': 2, 'Leyva Trinidad D.A.': 1, 'Valenzuela Chacón J.': 1, 'Laprada Villegas A.': 1, 'Crespo N.': 1, 'Olvera C.': 1, 'Reyes Pavón D.': 1, 'Laureano Caire R.': 1, 'Grijalva Haro M.I.': 1, 'Méndez Estrada R.O.': 1, 'Tortoledo Ortiz O.': 1, 'García López Z.': 1, 'Madero Bautista L.': 1, 'García Hernández J.': 2, 'Leyva García G.N.': 1, 'Cisneros Mata M.A.': 1, 'Alemán Mateo H.': 1, 'Esparza Romero J.': 1, 'Calderón de la Barca Cota A.M.': 1, 'López Álvarez E.E.': 1, 'Hernández González C.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Vázquez Medina J.A.': 1, 'Montalvo Corral M.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Gallegos Aguilar A.C.': 1, 'Ponce Martínez J.A.': 1, 'Bolaños Villar A.V.': 1}"
Berlanga Reyes D.I.,Cuauhtémoc,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Ríos Velasco C.': 5, 'Ruiz Cisneros F.': 3, 'González Vigil M.V.': 3, 'Ornelas Paz J.J.': 2, 'Pérez Corral D.A.': 1, 'Olivas Orozco G.I.': 1, 'Cambero Campos O.J.': 1, 'Estrada Virgen M.': 1, 'Ordaz Silva S.': 1, 'Salas Marina M.A.': 1, 'Maya Meraz I.O.': 1, 'Díaz-Calzadillas M.': 1, 'Ruiz Cisneros M.': 2, 'Pérez Corral D.': 1, 'Alonso Villegas R.': 1}"
Esparza Romero J.,Nutrición,7,17,0,0,0,0,0,0,0,7,0,0,0,0,2,1,5,1,0,0,0,0,1,0,0,"{'Dórame López N.': 1, 'Bobadilla Tapia L.': 1, 'Tapia Villaseñor A.': 1, 'Gallegos Aguilar A.C.': 3, 'Serna A.': 1, 'Alemán Mateo H.': 4, 'Vidaña Espinoza H.': 2, 'López Teros M.': 1, 'Rosas Carrasco O.': 2, 'Luna Lopez A.': 2, 'Guerrero Magaña D.': 2, 'Haby de Sosa M.M.': 3, 'Martínez Contreras T.J.': 3, 'Candia Plata M.D.': 2, 'Mata Pineda A.L.': 1, 'Valencia Juillerat M.E.': 2, 'Villegas Valle R.C.': 1, 'Diaz Zavala R.G.': 1, 'Valenzuela Guzmán D.': 2, 'Niclou A.': 1, 'Urquidez Romero R.': 1, 'Lam Y.': 1, 'Rood J.': 1, 'Schulz L.O.': 1, 'Bennett P.H.': 1, 'Ravussin E.': 1, 'Buichia Sombra F.G.': 1, 'Lara Ponce E.': 1, 'Guerrero Castañeda R.': 1, 'Urquijo Ruiz L.': 1, 'Ruelas Yanes A.': 1, 'Díaz Zavala R.G.': 2, 'Ramirez Rivera D.': 1, 'Álvarez Hernández G.': 1, 'Bello Chavolla O.': 1, 'López Teros M.T.': 1, 'Castillo Martinez N.': 1, 'Salazar Bujanda M.M.': 1, 'Córdova Robles F.': 1, 'González Ríos H.': 1, 'Pinelli Saavedra A.': 1, 'Sandoval Petris E.': 1, 'López Robles M.G.': 1, 'Montalvo Corral M.': 3, 'Cabrer Rosales M.': 1, 'Montero Ruiz E.': 1, 'Reprieto López I.': 1, 'Hugues Ayala Y.': 1, 'Leal Serna M.': 1, 'Vasquez Lopez R.': 1, 'Ernst K': 1, 'Calderón de la Barca Cota A.M.': 1, 'Ortega Vélez M.I.': 1, 'García Hernández J.': 1, 'López Álvarez E.E.': 1, 'Hernández González C.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Vázquez Medina J.A.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Portillo Abril G.E.': 1, 'Ponce Martínez J.A.': 1, 'Bolaños Villar A.V.': 1}"
Vera Noriega J.A.,Desarrollo Regional,1,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Sainz Palafox M.': 2, 'Tanori Quintana J.': 1, 'Peña Ramos M.O.': 2, 'Tánori Quintana J.': 1, 'Borbón Morales C.G.': 1, 'Laborín Álvarez J.F.': 1, 'Araiza Sánchez L.': 1}"
Alvarado González S.M.,Delicias,10,15,0,0,0,0,0,0,0,7,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,"{'Rodríguez Corral J.': 3, 'Guigón López C.': 5, 'Rodriguez Martinez E.': 2, 'Rocha Buenrostro H.': 2, 'Ramirez Esparza U.': 1, 'Agustín Chávez M.': 1, 'Ochoa Reyes E.': 5, 'López Martínez L.X.': 1, 'ASCACIO VALDES J.A.': 1, 'Martínez Ávila G.': 1, 'Prado Barragán L.A.': 1, 'Buenrostro Figueroa J.J.': 6, 'García Moncayo A.': 1, 'Saenz Hidalgo H.K.': 3, 'Gonzalez Perez P.': 1, 'Muñoz Castellanos L.N.': 2, 'Sepúlveda Ahumada D.R.': 1, 'De La Torre Juarez N.': 2, 'Ordoñez Cano A.': 1, 'Baeza Jimenez R.': 1, 'Sepúlveda Torre L.': 1, 'Espinoza Hicks J.': 1, 'Gardea Béjar A.A.': 1, 'Alvarado Chacón M.': 1}"
Avila Quezada G.D.,Universidad Autónoma de Chihuahua,3,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Olivas Tarango A.L.': 1, 'Saenz Hidalgo H.K.': 3, 'Porras Chavira A.A.': 1, 'Ruiz Anchondo T.J.': 1, 'Leyva Mir S.G.': 2, 'Tarango Rivero S.H.': 1, 'Camacho Tapia M.': 1, 'Tovar Pedraza J.M.': 1, 'Nativitas Lima I.': 1, 'Sánchez Chávez E.': 2, 'Orduño Cruz N.': 1, 'MAHENDRA R.': 1, 'Olalde-Portugal V.': 2, 'Jacobo Cuellar J.L.': 1, 'Ojeda D.': 1}"
Santos Ballardo D.U.,Mazatlán,13,24,0,0,0,0,0,0,0,6,0,0,0,0,1,4,9,1,1,0,0,0,1,1,0,"{'Angulo Espinoza P.': 1, 'Peraza Regalado K.': 1, 'Valdez Ontiveros J.': 1, 'Juarez Cota M.': 1, 'Ambriz Pérez D.': 1, 'Ibarra Lizárraga  E.': 2, 'Ambriz Perez D.L.': 4, 'Luna del Risco M.': 1, 'Arrieta Gonzalez C.': 1, 'Mendoza Hernandez S.': 1, 'Vanegas Trujillo E.': 1, 'da Rocha Meneses L.': 1, 'Sierra del Rio J.': 1, 'Castillo Meza L.': 1, 'López Montoya J.': 1, 'Herrera Alvarez R.': 3, 'Montes Nuñez V.': 3, 'Betancourt Lozano M.': 6, 'Gómez Gil Rodríguez Sala B.': 2, 'Navarro Barrón E.': 2, 'Luna Avelar K.D.': 6, 'Gárate Osuna  A.': 7, 'Valdez Ortiz A.': 4, 'Franco Nava M.A.': 2, 'Oscar G.': 2, 'Abo Markeb A.': 2, 'Barrena R.': 2, 'Font Segura X.': 2, 'Gonzalez Arenas Y.': 1, 'González Ramírez K.': 2, 'Felix Medina J.': 2, 'Francisco Gerardo A.': 1, 'Gonzalez Arenas B.': 2, 'Félix Medina J.': 1, 'Berges M.': 1, 'Osuna Martinez C.': 2, 'Bergés-Tiznado M.E.': 2, 'Osuna Martínez C.C.': 1, 'Gonzalez Moreira  D.': 1, 'Contreras Rodriguez A.': 1, 'Domínguez Jiménez V.P.': 2, 'Calvario Martínez O.': 1, 'Martínez Brown J.M.': 1, 'Flores Salas M.': 1, 'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Abdo de la Parra M.I.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
León Félix J.,Culiacán,5,15,0,0,0,0,0,0,0,10,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,"{'Martínez Gallardo M.': 1, 'Villicaña Torres M.C.': 6, 'Yocupicio Monroy R.M.': 1, 'Alcaraz Estrada S.L.': 1, 'Salazar Salinas J.': 1, 'Mendoza Vazquez O.': 1, 'Dámazo Hernández G.': 1, 'Salazar Mesta R.': 1, 'Carrillo Fasio J.A.': 3, 'Retes Manjarrez J.E.': 1, 'García Estrada R.S.': 7, 'Tovar Pedraza J.M.': 7, 'Morales Merida B.': 1, 'Grimaldi Olivas J.': 1, 'Cruz Mendivil A.': 1, 'Valdez Torres J.B.': 3, 'Heredia . J.B.': 3, 'León Chan R.G.': 1, 'Lightbourn Rojas L.A.': 2, 'Monribot Villanueva J.': 1, 'Guerrero Analco J.': 1, 'Ruiz May E.': 1, 'Elizalde Romero C.': 1, 'Leyva López N.': 1, 'Contreras Angulo L.A.': 1, 'Cabanillas Ponce De Leon R.': 1, 'Rodriguez Anaya L.Z.': 1, 'Beltrán Ontiveros S.A.': 1, 'Gutierrez Grijalva E.P.': 1, 'Rubí Rangel L.': 1, 'Amarillas Bueno L.A.': 1, 'Jiménez Maldonado M.': 1, 'Islas Osuna M.A.': 1, 'Muy Rangel M.D.': 2, 'Lafrance R.': 2, 'Báez Sañudo M.A.': 1, 'Esparza Araiza M.J.': 1, 'Cota Barreras C.': 1, 'Valenzuela Herrera V.': 1, 'Mora Romero G.': 2, 'Leyva Madrigal K.': 1, 'López López A.': 1, 'Allende Molar R.': 1, 'Lima N.B.': 1, 'Marquez Zequera I.': 1, 'Moreno Ayala  D.': 1, 'Gastélum Chavira D.': 1, 'Valdez Lafarga O.': 1, 'Nuñez Garcia P.': 1, 'Rebollar Alvíter A.': 1, 'Ramírez Gil J.': 1, 'Correia K.C.': 2, 'López Corrales R.': 1, 'Michereff K.C.': 1, 'Valdez Morales M.': 1, 'Rubi Rangel L.': 1, 'Limón Castro L.': 1, 'Carrillo Yáñez J.H.': 1}"
González Estrada R.R.,Instituto Tecnológico de Tepic,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Montes Ramírez P.': 1, 'Montaño Leyva B.': 1, 'Blancas Benitez F.J.': 1, 'Bautista Rosales P.U.': 1, 'Ruelas Hernandez N.': 1, 'Martínez Robinson K.G.': 1}"
López Meneses A.K.,Universidad de Sonora,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Plascencia Jatomea M.': 2, 'Cortez Rocha M.O.': 1, 'Rodríguez Félix F.': 1, 'Mouriño Pérez R.R.': 1, 'Lizardi Mendoza J.': 2, 'Sánchez Mariñez R.I.': 1, 'Hernández Abril P.': 1, 'Luque Alcarz A.G.': 1}"
Mazorra Manzano M.A.,TAOA,3,7,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"{'Teutle Paredes J.': 1, 'Martínez Porchas M.': 1, 'Ramírez Suárez J.C.': 3, 'Vallejo Galland B.': 2, 'Torres Llanez M.J.': 2, 'González Córdova A.F.': 2, 'Guevara M.G.': 1, 'Gayen D.': 1, 'Figueiredo A.': 1, 'Alvarez Armenta A.': 1, 'Scheuren Acevedo S.M.': 1, 'Pacheco Aguilar R.': 1, 'García Sánchez G.': 1, 'Carvallo Ruiz M.G.': 1, 'Ramírez Guerra H.E.': 1, 'Rendón Rosales M.': 1, 'Méndez Romero J.': 1, 'Hernández Mendoza A.': 1, 'García Galindo H.S.': 1, 'Beltrán Barrientos L.': 1, 'Estrada Montoya M.C.': 1, 'Bautista García A.': 1, 'Guadarrama Mendoza P.': 1, 'Valadez Blanco R.': 1, 'Martinez Garcia A.': 1, 'López Franco Y.L.': 1}"
Yépiz Plascencia G.M.,TAOA,7,7,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'González Ruiz N.': 1, 'Leyva Carrillo L.': 6, 'Coronado Molina D.': 1, 'Hernández Lopez J.': 1, 'Flores Sauceda M.': 1, 'Camacho Jiménez L.': 4, 'Gómez Jiménez S.': 6, 'Peregrino Uriarte A.B.': 5, 'Cruz Moreno D.': 1, 'Hernández Aguirre L.': 1, 'Contreras Vergara C.A.': 1, 'Hernández López J.': 1, 'Rosas Anaya J.': 1}"
Sánchez Estrada A.,TAOV,5,9,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,"{'Barreras Bojórquez M.': 1, 'Ojeda Contreras A.J.': 2, 'Troncoso Rojas R.': 4, 'Acedo Félix E.': 1, 'Ochoa Jiménez V.': 1, 'Tiznado Hernández M.E.': 4, 'Gardea Béjar A.A.': 1, 'Orozco Avitia J.A.': 1, 'Meléndrez Amavizca R.': 1, 'Díaz García E.': 2, 'Valenzuela Quintanar A.I.': 2, 'González Mendoza D.': 2, 'Islas Rubio A.R.': 2, 'Fortis Hernández M.': 1, 'Hernández Cruz D.': 1, 'Lagunes Fortiz E.': 1, 'Betancourd Galindo R.': 1, 'Fortiz Hernández J.': 1}"
Lamz Piedra A.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Jiménez Galindo J.': 1, 'Olivas Orozco G.I.': 1, 'Molina Corral F.J.': 1, 'Florido Bacayao M.': 1, 'Suris Campos M.': 1, 'Peteira Delgado B.': 1, 'Pino Alea J.': 1}"
Medrano Félix J.A.,Culiacán,10,17,0,0,0,0,0,0,0,6,0,0,0,0,4,2,3,1,1,0,0,0,0,0,0,"{'Gurrola Ramírez A.': 1, 'Chaidez Quiroz C.': 7, 'Navarro Ocaña A.': 1, 'González Gómez J.': 2, 'González López I.': 3, 'Silva Beltrán N.P.': 1, 'Castro Del Campo N.': 7, 'López Cuevas O.': 5, 'Garrido Palazuelos L.': 7, 'Aguirre Sánchez J.': 4, 'González Torres B.': 4, 'Castro del Campo N.': 1, 'Martínez Torres A.': 1, 'Querol-Audi J.': 1, 'Almanza Orduño A.': 1, 'Waseem M.': 1, 'Basheer A.': 1, 'Mukhtar M.': 5, 'Ahmed-Khan H.': 5, 'Shahid F.': 1, 'Lira Morales J.': 1, 'Martínez Rodríguez C.I.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Guerra Rodríguez J.': 1, 'Verdugo Arredondo V.': 1, 'Ali-Khan S.': 3, 'Aguirre Sánchez J.R.': 3, 'Almanza Orduño A.A.': 2}"
Santiago López L.,TAOA,1,9,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'López Pérez A.': 1, 'Hernández Mendoza A.': 9, 'Vallejo Galland B.': 7, 'González Córdova A.F.': 8, 'García H.S.': 1, 'Beltrán Barrientos L.M.': 2, 'Méndez Romero J.': 2, 'García Romo J.S.': 1, 'Sigala Robles R.': 1, 'Estrada Montoya M.C.': 1, 'Torres Llanez M.J.': 1, 'Mata Haro V.': 2, 'Wall Medrano A.': 1, 'Aviles Rivera Y.': 1, 'Heredia . J.B.': 1, 'Muy Rangel M.D.': 1, 'Cuevas González P.': 1, 'Reyes Díaz R.': 1, 'Ayala Zavala J.': 2, 'Castillo-Romero T.': 2, 'Vargas Ortiz M.A.': 2, 'Mendez Romero J.': 1, 'Márquez Núñez L.': 1, 'Ramos Clamont Montfort G.': 1}"
Pan-Hammarström Q.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Garcia Vega A.': 1, 'WAN H.': 1, 'Reséndiz Sandoval M.G.': 1, 'Hinojosa Trujillo D.': 1, 'Valenzuela Antelo O.': 1, 'Mata Haro V.': 1, 'Dehesa-Canseco F.': 1, 'Solís M.': 1, 'Marcotte H.': 1, 'Hernández López J.': 1}"
Hernández López J.,Nutrición,5,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,"{'Garcia Vega A.': 2, 'WAN H.': 1, 'Reséndiz Sandoval M.G.': 5, 'Hinojosa Trujillo D.': 2, 'Valenzuela Antelo O.': 1, 'Mata Haro V.': 5, 'Dehesa-Canseco F.': 1, 'Solís M.': 1, 'Marcotte H.': 1, 'Pan-Hammarström Q.': 1, 'Llamas-Covarrubias M.': 1, 'Loza López M.': 1, 'Melgoza González E.': 3, 'Valenzuela O.': 1, 'Hernández Oñate M.A.': 1, 'Soto Gaxiola A.': 1, 'Chavez Rueda K.': 1, 'Nakai K.': 1, 'Giménez-Lirola L.': 2, 'Cauwels B.': 1, 'Mora-Díaz J.': 1, 'Magtoto CR.': 1, 'Cordero Ortiz M.': 1, 'Nelli R.': 1, 'Gorden P.': 1, 'Magstadt D.': 1, 'Baum D.': 1, 'Cruz Moreno D.': 1, 'Hernández Aguirre L.': 1, 'Peregrino Uriarte A.B.': 1, 'Leyva Carrillo L.': 1, 'Gómez Jiménez S.': 1, 'Contreras Vergara C.A.': 1, 'Yépiz Plascencia G.M.': 1, 'Galindo-Barboza A.': 1, 'Rivera-Benítez F.': 1, 'de la Luz-Armendariz J.': 1, 'Sánchez Betancourt J.I.': 1, 'Sauceda-Cerecer S.': 1, 'De Alba-Campos J.': 1, 'Henao-Díaz Y.': 1, 'Cota-Valdez A.': 1, 'Vega Rojas L.': 1, 'Ruíz Manzano R.': 1, 'Velasco Elizondo M.': 1, 'Carbajo Mata M.': 1, 'Hernandez-Silva D.': 1, 'Rocha Solache M.': 1, 'Pérez Serrano R.': 1, 'Zaldívar Lelo de Larrea G.': 1, 'García Gasca T.': 1, 'Mosqueda J.': 1, 'Henao Díaz Y.A.': 2, 'Cota A.': 2, 'Contreras Vega K.': 2, 'Giménez Lirola L.': 2, 'Camarena Gómez B.O.': 1, 'García Galaz A.': 1, 'Vidal Martínez A.A.': 1, 'Coronado Sesma A.': 1, 'Marín Pacheco A.': 1, 'Galindo Murrieta H.': 1, 'Alcaráz López J.R.': 1, 'García Cruz L.E.': 1, 'Albores Cantú S.': 1, 'Araiza Sánchez V.': 1}"
San Martín Hernández C.,Colegio de postgraduados,2,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Muy Rangel M.D.': 4, 'Campos Sauceda J.P.': 2, 'Quintana Obregón E.A.': 3, 'Báez Sañudo M.A.': 2, 'Contreras Martínez R.': 2, 'Pérez Rubio V.': 3, 'Valenzuela Lagarda J.L.': 2, 'Rubio Carrasco W.': 2, 'Sánchez Valdez E.': 2, 'Carrillo Fasio J.A.': 1, 'Heredia . J.B.': 4, 'Vargas Ortiz M.A.': 1, 'López Romero R.': 1, 'Pérez Meza N.': 1, 'Ayala Tafoya F.': 1, 'Vélez de la Rocha R.': 1, 'López Orona C.A.': 1, 'Martinez Gallardo J.A.': 1, 'Rivera Salas M.': 2, 'Tovar Pedraza J.M.': 2, 'Valdez Torres J.B.': 2, 'Cruz Lachica I.': 1, 'García Estrada R.S.': 2}"
Caña Bozada V.,DC,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'García Gasca S.A.': 2, 'Martínez Brown J.M.': 3, 'Morales Serna F.N.': 4, 'Huerta Ocampo J.A.': 1, 'Bojórquez Velázquez E.': 1, 'Elizalde Contreras J.M.': 1, 'Ruiz May E.': 1, 'Ovando Vazquez C.': 1, 'Flores Méndez L.': 1, 'Mirabent Casals M.': 1, 'Medina Guerrero R.M.': 1, 'Hernández Cornejo R.': 1}"
García Gasca S.A.,Mazatlán,13,16,0,0,0,0,0,0,0,5,0,0,0,0,7,0,1,0,0,3,0,0,0,0,0,"{'Caña Bozada V.': 2, 'Martínez Brown J.M.': 3, 'Morales Serna F.N.': 3, 'Batista Roche J.': 1, 'Mirabent Casals M.': 2, 'Manzanares D.': 1, 'Lund G.': 2, 'López Moreno D.': 1, 'Yazdi Z.': 1, 'Ibarra Castro L.': 1, 'Abad Rosales S.M.': 1, 'Lozano Olvera R.': 1, 'Fajer Ávila E.J.': 1, 'Soto E.': 1, 'Lizárraga Lizárraga E.': 1, 'García Gasca T.': 1, 'Guerrero Ruiz C.A.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Medina Guerrero R.M.': 1, 'Hernández Cornejo R.': 1, 'Ávalos Soriano A.': 1, 'Soto López M.': 1, 'Hernández González C.': 1}"
Zamudio Flores P.B.,Cuauhtémoc,14,17,0,0,0,0,0,0,0,7,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,"{'Hernández Centeno F.': 1, 'Hernández González M.': 3, 'Tirado Gallegos J.M.': 3, 'Rodríguez González C.': 1, 'Ríos Velasco C.': 2, 'Rodríguez Hernández A.': 1, 'López de la Peña H.Y.': 3, 'Bustillos Rodríguez J.C.': 1, 'Acosta Muñiz C.H.': 2, 'Calderón Loera R.': 3, 'López Mata M.A.': 1, 'Pacheco Vargas G.': 2, 'Ortega Ortega A.': 2, 'Vela Gutiérrez G.': 2, 'Espinosa Solis V.': 2, 'Sida Arreola J.': 1, 'Sáenz Mendoza A.': 2, 'Aparicio Saguilán A.': 2, 'Castro Mendoza M.': 1, 'Pantoja Cabrera H.': 1, 'Ramírez Hernández A.': 1, 'Marcos Fernández A.': 1, 'Báez García J.': 1, 'Rangel Porras G.': 1, 'Flores Córdova M.A.': 2, 'Uribe Cruz G.': 2, 'Salas Salazar N.A.': 2, 'Soto Caballero M.C.': 1, 'De Dios Ávila N.': 1, 'Morales-Ovando M.': 1, 'Bustillos Rodríguez J.': 1, 'Ordóñez-García M.': 1, 'Medina-Dzul K.': 1, 'Romero Cortes T.': 1, 'Cuervo-Parra J.': 1, 'Castellanos Pérez G.': 1, 'Pérez Corral D.A.': 1, 'Ornelas Paz J.J.': 1}"
Hernandez Garcia M.,Universidad Autonoma de Baja California,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Garza Lagler M.C.': 1, 'Cavazos T.': 1, 'Espejel I.': 1}"
Báez Sañudo M.A.,Culiacán,6,11,0,0,2,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,"{'Muy Rangel M.D.': 4, 'San Martín Hernández C.': 2, 'Campos Sauceda J.P.': 2, 'Quintana Obregón E.A.': 2, 'Contreras Martínez R.': 9, 'Pérez Rubio V.': 2, 'Valenzuela Lagarda J.L.': 2, 'Rubio Carrasco W.': 2, 'Sánchez Valdez E.': 2, 'Carrillo Fasio J.A.': 6, 'Heredia . J.B.': 1, 'Gil Salido A.': 1, 'Sortillón Sortillón A.': 1, 'Osuna Enciso T.': 1, 'Islas Osuna M.A.': 1, 'Lafrance R.': 1, 'Villicaña Torres M.C.': 1, 'Valdez Torres J.B.': 1, 'García Estrada R.S.': 1, 'Esparza Araiza M.J.': 1, 'León Félix J.': 1, 'Rodriguez Alvarez L.': 1, 'Zazueta Peña D.': 1, 'López Orona C.A.': 2, 'Martinez Gallardo J.A.': 2, 'Estrada Acosta M.D.': 1, 'Estrada Acosta M.': 1}"
González Castillo A.,* Anónima,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'CHAVARIN MEZA A.': 1, 'Gómez Gil Rodríguez Sala B.': 1}"
Núñez Noriega G.,Desarrollo Regional,4,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"{'Salas Quesada M.': 1, 'Sandoval Godoy S.A.': 1, 'Zatarain Olivas A.': 1, 'ESPARZA ESCALANTE M.': 1}"
Troncoso Rojas R.,TAOV,11,19,0,0,1,0,0,0,0,6,0,0,0,0,5,2,2,1,0,1,1,0,0,0,0,"{'Ibarra Valenzuela A.': 4, 'Islas Rubio A.R.': 6, 'Samsudin H.': 4, 'Peralta . E.': 4, 'Soto Valdez H.': 4, 'Barreras Bojórquez M.': 1, 'Ojeda Contreras A.J.': 2, 'Sánchez Estrada A.': 4, 'Acedo Félix E.': 1, 'Ochoa Jiménez V.': 1, 'Tiznado Hernández M.E.': 7, 'Gardea Béjar A.A.': 1, 'Orozco Avitia J.A.': 1, 'Meléndrez Amavizca R.': 1, 'Reyes Zamora O.': 3, 'Báez Flores M.E.': 3, 'Rascón Chu A.': 4, 'Díaz García E.': 2, 'Valenzuela Quintanar A.I.': 2, 'González Mendoza D.': 2, 'Lara Espinoza C.': 1, 'Micard V.': 1, 'Antoine-Assor C.': 1, 'Carvajal Millán E.': 1, 'Ohlmaier Delgadillo F.': 1, 'Brown Bojórquez F.': 1}"
Peregrino Uriarte A.B.,TAOA,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'Flores Sauceda M.': 1, 'Leyva Carrillo L.': 4, 'Camacho Jiménez L.': 3, 'Gómez Jiménez S.': 5, 'Yépiz Plascencia G.M.': 5, 'Cruz Moreno D.': 1, 'Hernández Aguirre L.': 1, 'Contreras Vergara C.A.': 1, 'Hernández López J.': 1, 'Rosas Anaya J.': 1}"
